mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title
1.22,"10km E of San Martin, CA",1663093198790,1663108391493,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73781211,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73781211&format=geojson,,,,,reviewed,0,23,nc,73781211,",nc73781211,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",33.0,0.04066,0.13,40.0,md,earthquake,"M 1.2 - 10km E of San Martin, CA"
-0.29,"42 km W of Adak, Alaska",1663092616310,1663125709370,,https://earthquake.usgs.gov/earthquakes/eventpage/av91071108,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91071108&format=geojson,,,,,reviewed,0,0,av,91071108,",av91071108,",",av,",",origin,phase-data,",6.0,,0.24,218.0,ml,earthquake,"M -0.3 - 42 km W of Adak, Alaska"
2.0,western Texas,1663092544405,1663101247018,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2022rzhf,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2022rzhf&format=geojson,,,,,reviewed,0,62,tx,2022rzhf,",tx2022rzhf,",",tx,",",origin,phase-data,",15.0,0.02939968295,0.2,52.0,ml,earthquake,M 2.0 - western Texas
-0.66,"60 km SE of Pedro Bay, Alaska",1663092522250,1663126125440,,https://earthquake.usgs.gov/earthquakes/eventpage/av91071118,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91071118&format=geojson,,,,,reviewed,0,0,av,91071118,",av91071118,",",av,",",origin,phase-data,",9.0,,0.24,119.0,ml,earthquake,"M -0.7 - 60 km SE of Pedro Bay, Alaska"
-0.25,"17km WSW of La Quinta, CA",1663092110150,1663096829042,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40099871,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40099871&format=geojson,,,,,reviewed,0,0,ci,40099871,",ci40099871,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",5.0,0.02328,0.11,125.0,ml,earthquake,"M -0.3 - 17km WSW of La Quinta, CA"
1.43,"7 km NNW of Emery, Utah",1663091976050,1663095851770,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60514812,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60514812&format=geojson,,,,,reviewed,0,31,uu,60514812,",uu60514812,",",uu,",",origin,phase-data,",5.0,0.05284,0.06,85.0,ml,earthquake,"M 1.4 - 7 km NNW of Emery, Utah"
1.2,"8 km NNW of Point MacKenzie, Alaska",1663091446493,1663091550009,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022bro013d,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022bro013d&format=geojson,,,,,automatic,0,22,ak,022bro013d,",ak022bro013d,",",ak,",",origin,phase-data,",,,0.41,,ml,earthquake,"M 1.2 - 8 km NNW of Point MacKenzie, Alaska"
2.1,"6km N of Fontana, CA",1663090936490,1663094695950,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40099847,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40099847&format=geojson,0.0,1.0,,,reviewed,0,68,ci,40099847,",ci40099847,",",ci,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",92.0,0.04684,0.16,15.0,ml,earthquake,"M 2.1 - 6km N of Fontana, CA"
1.91,"7 km NNW of Emery, Utah",1663090923480,1663095571890,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60514807,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60514807&format=geojson,,,,,reviewed,0,56,uu,60514807,",uu60514807,",",uu,",",origin,phase-data,",19.0,0.05421,0.1,74.0,ml,earthquake,"M 1.9 - 7 km NNW of Emery, Utah"
0.41,"22km NW of Parkfield, CA",1663090887570,1663100653712,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73781196,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73781196&format=geojson,,,,,reviewed,0,3,nc,73781196,",nc73781196,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",17.0,0.03456,0.08,117.0,md,earthquake,"M 0.4 - 22km NW of Parkfield, CA"
0.54,"11km SW of Borrego Springs, CA",1663090730590,1663093051326,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40099831,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40099831&format=geojson,,,,,reviewed,0,4,ci,40099831,",ci40099831,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",21.0,0.0952,0.19,55.0,ml,earthquake,"M 0.5 - 11km SW of Borrego Springs, CA"
1.2,"17 km SW of Point Possession, Alaska",1663090457249,1663090556991,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022brnwjdo,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022brnwjdo&format=geojson,,,,,automatic,0,22,ak,022brnwjdo,",ak022brnwjdo,",",ak,",",origin,phase-data,",,,0.32,,ml,earthquake,"M 1.2 - 17 km SW of Point Possession, Alaska"
0.86,"12km ENE of Cloverdale, CA",1663089870710,1663091292753,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73781191,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73781191&format=geojson,,,,,automatic,0,11,nc,73781191,",nc73781191,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",8.0,0.01311,0.02,131.0,md,earthquake,"M 0.9 - 12km ENE of Cloverdale, CA"
4.7,"67 km W of San Antonio de los Cobres, Argentina",1663089714881,1663091042040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000i7pw,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000i7pw&format=geojson,,,,,reviewed,0,340,us,7000i7pw,",us7000i7pw,",",us,",",origin,phase-data,",73.0,1.644,0.95,43.0,mb,earthquake,"M 4.7 - 67 km W of San Antonio de los Cobres, Argentina"
1.48,"22km NE of Arvin, CA",1663089636520,1663092412854,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40099807,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40099807&format=geojson,,,,,reviewed,0,34,ci,40099807,",ci40099807,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",36.0,0.1022,0.2,45.0,ml,earthquake,"M 1.5 - 22km NE of Arvin, CA"
1.21,"10 km NE of Dutch Harbor, Alaska",1663089495210,1663118410290,,https://earthquake.usgs.gov/earthquakes/eventpage/av91679851,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91679851&format=geojson,,,,,reviewed,0,23,av,91679851,",av91679851,",",av,",",origin,phase-data,",10.0,,0.32,135.0,ml,earthquake,"M 1.2 - 10 km NE of Dutch Harbor, Alaska"
1.14,"9 km NE of Dutch Harbor, Alaska",1663089486270,1663119699900,,https://earthquake.usgs.gov/earthquakes/eventpage/av91071103,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91071103&format=geojson,,,,,reviewed,0,20,av,91071103,",av91071103,",",av,",",origin,phase-data,",6.0,,0.2,148.0,ml,earthquake,"M 1.1 - 9 km NE of Dutch Harbor, Alaska"
0.7,"58 km ENE of Pedro Bay, Alaska",1663089137001,1663089284162,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022brnrtlw,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022brnrtlw&format=geojson,,,,,automatic,0,8,ak,022brnrtlw,",ak022brnrtlw,",",ak,",",origin,phase-data,",,,0.33,,ml,earthquake,"M 0.7 - 58 km ENE of Pedro Bay, Alaska"
0.88,"7km S of Portola Valley, CA",1663088974790,1663098130452,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73781181,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73781181&format=geojson,,,,,reviewed,0,12,nc,73781181,",nc73781181,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",11.0,0.04302,0.1,65.0,md,earthquake,"M 0.9 - 7km S of Portola Valley, CA"
-0.3,"44 km ESE of Beatty, Nevada",1663088968798,1663200962297,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00847181,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00847181&format=geojson,,,,,reviewed,0,0,nn,00847181,",nn00847181,",",nn,",",origin,phase-data,",9.0,0.04,0.0924,128.42,ml,earthquake,"M -0.3 - 44 km ESE of Beatty, Nevada"
1.8,"Andreanof Islands, Aleutian Islands, Alaska",1663088074650,1663099815675,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022brnfg6l,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022brnfg6l&format=geojson,,,,,reviewed,0,50,ak,022brnfg6l,",ak022brnfg6l,",",ak,",",origin,phase-data,",,,0.26,,ml,earthquake,"M 1.8 - Andreanof Islands, Aleutian Islands, Alaska"
1.02,"2km NNE of The Geysers, CA",1663087889230,1663088894519,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73781176,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73781176&format=geojson,,,,,automatic,0,16,nc,73781176,",nc73781176,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",9.0,0.008481,0.03,95.0,md,earthquake,"M 1.0 - 2km NNE of The Geysers, CA"
0.3,"86 km NNW of Karluk, Alaska",1663087884319,1663117194990,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022brnerhr,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022brnerhr&format=geojson,,,,,automatic,0,1,ak,022brnerhr,",av91679826,ak022brnerhr,",",av,ak,",",origin,phase-data,",,,0.56,,ml,earthquake,"M 0.3 - 86 km NNW of Karluk, Alaska"
0.36,"9km N of Anza, CA",1663087078110,1663090572315,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40099775,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40099775&format=geojson,,,,,reviewed,0,2,ci,40099775,",ci40099775,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",17.0,0.03677,0.08,76.0,ml,earthquake,"M 0.4 - 9km N of Anza, CA"
3.93,"117 km N of Cruz Bay, U.S. Virgin Islands",1663087043650,1663094565040,,https://earthquake.usgs.gov/earthquakes/eventpage/pr2022256000,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2022256000&format=geojson,,,,,reviewed,0,238,pr,2022256000,",us7000i7pk,pr2022256000,",",us,pr,",",origin,phase-data,",24.0,1.065,0.33,290.0,md,earthquake,"M 3.9 - 117 km N of Cruz Bay, U.S. Virgin Islands"
4.7,"Pagan region, Northern Mariana Islands",1663086988813,1663104468040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000i7pn,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000i7pn&format=geojson,,,,,reviewed,0,340,us,7000i7pn,",us7000i7pn,",",us,",",origin,phase-data,",65.0,4.716,0.39,108.0,mb,earthquake,"M 4.7 - Pagan region, Northern Mariana Islands"
1.33,"13 km SSE of Sunnyside, Utah",1663086563880,1663089228690,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60514802,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60514802&format=geojson,,,,,reviewed,0,27,uu,60514802,",uu60514802,",",uu,",",origin,phase-data,",7.0,0.01023,0.08,141.0,ml,earthquake,"M 1.3 - 13 km SSE of Sunnyside, Utah"
4.4,"100 km WSW of San Juan del Sur, Nicaragua",1663086538039,1663103704040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000i7pj,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000i7pj&format=geojson,,,,,reviewed,0,298,us,7000i7pj,",us7000i7pj,",",us,",",origin,phase-data,",50.0,1.341,0.31,182.0,mb,earthquake,"M 4.4 - 100 km WSW of San Juan del Sur, Nicaragua"
4.4,"175 km W of Itoman, Japan",1663085960710,1663102776040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000i7pq,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000i7pq&format=geojson,,,,,reviewed,0,298,us,7000i7pq,",us7000i7pq,",",us,",",origin,phase-data,",44.0,2.163,0.56,87.0,mb,earthquake,"M 4.4 - 175 km W of Itoman, Japan"
2.4,"99 km SSE of Old Harbor, Alaska",1663085842716,1663105840040,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022brn7guc,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022brn7guc&format=geojson,,,,,reviewed,0,89,ak,022brn7guc,",us7000i7pf,ak022brn7guc,",",us,ak,",",origin,phase-data,",,,1.03,,ml,earthquake,"M 2.4 - 99 km SSE of Old Harbor, Alaska"
1.8,"22 km E of Cordova, Alaska",1663085687767,1663085853364,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022brn6vt4,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022brn6vt4&format=geojson,,,,,automatic,0,50,ak,022brn6vt4,",ak022brn6vt4,",",ak,",",origin,phase-data,",,,0.53,,ml,earthquake,"M 1.8 - 22 km E of Cordova, Alaska"
4.3,"24 km SW of Abra Pampa, Argentina",1663084868608,1663101597040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000i7p9,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000i7p9&format=geojson,,,,,reviewed,0,284,us,7000i7p9,",us7000i7p9,",",us,",",origin,phase-data,",15.0,2.138,0.88,203.0,mb,earthquake,"M 4.3 - 24 km SW of Abra Pampa, Argentina"
1.09,"10km WNW of The Geysers, CA",1663084850970,1663085841195,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73781166,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73781166&format=geojson,,,,,automatic,0,18,nc,73781166,",nc73781166,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",16.0,0.0112,0.02,93.0,md,earthquake,"M 1.1 - 10km WNW of The Geysers, CA"
1.13,"3km WSW of Cotati, CA",1663084750150,1663120213868,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73781171,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73781171&format=geojson,0.0,1.0,,,reviewed,0,20,nc,73781171,",nc73781171,",",nc,",",dyfi,nearby-cities,origin,phase-data,",10.0,0.07452,0.09,112.0,md,quarry blast,"M 1.1 Quarry Blast - 3km WSW of Cotati, CA"
1.29,"26 km S of False Pass, Alaska",1663084699580,1663115895830,,https://earthquake.usgs.gov/earthquakes/eventpage/av91679786,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91679786&format=geojson,,,,,reviewed,0,26,av,91679786,",av91679786,",",av,",",origin,phase-data,",7.0,,0.26,291.0,ml,earthquake,"M 1.3 - 26 km S of False Pass, Alaska"
4.5,"5 km WSW of Pangal Sur, Philippines",1663084585313,1663110340606,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000i7p7,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000i7p7&format=geojson,1.0,3.1,,,reviewed,0,312,us,7000i7p7,",us7000i7p7,",",us,",",dyfi,origin,phase-data,",34.0,6.218,0.48,209.0,mb,earthquake,"M 4.5 - 5 km WSW of Pangal Sur, Philippines"
4.5,"3 km SSW of Cabulay, Philippines",1663084517749,1663100151040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000i7pa,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000i7pa&format=geojson,,,,,reviewed,0,312,us,7000i7pa,",us7000i7pa,",",us,",",origin,phase-data,",26.0,6.082,0.65,97.0,mb,earthquake,"M 4.5 - 3 km SSW of Cabulay, Philippines"
1.5,"71 km WNW of Happy Valley, Alaska",1663083977459,1663087168083,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022brms8iq,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022brms8iq&format=geojson,,,,,reviewed,0,35,ak,022brms8iq,",ak022brms8iq,",",ak,",",origin,phase-data,",,,0.29,,ml,earthquake,"M 1.5 - 71 km WNW of Happy Valley, Alaska"
0.36,"37 km NNE of Amboy, Washington",1663083506400,1663106077040,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61879876,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61879876&format=geojson,,,,,reviewed,0,2,uw,61879876,",uw61879876,",",uw,",",origin,phase-data,",12.0,0.002876,0.08,77.0,ml,earthquake,"M 0.4 - 37 km NNE of Amboy, Washington"
2.0,"25 km E of Cordova, Alaska",1663083423845,1663083570519,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022brmqaa8,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022brmqaa8&format=geojson,,,,,automatic,0,62,ak,022brmqaa8,",ak022brmqaa8,",",ak,",",origin,phase-data,",,,0.97,,ml,earthquake,"M 2.0 - 25 km E of Cordova, Alaska"
0.85,"5km W of Cobb, CA",1663083412090,1663083851134,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73781161,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73781161&format=geojson,,,,,automatic,0,11,nc,73781161,",nc73781161,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",7.0,0.01077,0.03,95.0,md,earthquake,"M 0.9 - 5km W of Cobb, CA"
1.12,"2km NW of The Geysers, CA",1663083401000,1663087930406,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73781156,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73781156&format=geojson,,,,,automatic,0,19,nc,73781156,",nc73781156,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",22.0,0.01489,0.04,81.0,md,earthquake,"M 1.1 - 2km NW of The Geysers, CA"
4.4,"178 km W of Naha, Japan",1663083215102,1663099592040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000i7pb,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000i7pb&format=geojson,,,,,reviewed,0,298,us,7000i7pb,",us7000i7pb,",",us,",",origin,phase-data,",36.0,2.145,0.43,91.0,mb,earthquake,"M 4.4 - 178 km W of Naha, Japan"
1.1,"2km NE of Colton, CA",1663082728500,1663088543215,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40099751,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40099751&format=geojson,,,,,reviewed,0,19,ci,40099751,",ci40099751,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",42.0,0.1169,0.14,57.0,ml,earthquake,"M 1.1 - 2km NE of Colton, CA"
2.69,"9km ENE of San Martin, CA",1663082677250,1663125765203,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73781151,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73781151&format=geojson,36.0,3.4,,,reviewed,0,124,nc,73781151,",nc73781151,us7000i7nw,",",nc,us,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",96.0,0.06839,0.13,31.0,md,earthquake,"M 2.7 - 9km ENE of San Martin, CA"
4.9,"179 km W of Naha, Japan",1663082549243,1663093981040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000i7ny,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000i7ny&format=geojson,,,,,reviewed,0,369,us,7000i7ny,",us7000i7ny,",",us,",",origin,phase-data,",66.0,2.17,0.48,86.0,mb,earthquake,"M 4.9 - 179 km W of Naha, Japan"
1.0,"36 km NNW of Chickaloon, Alaska",1663082161571,1663082290438,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022brmls2l,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022brmls2l&format=geojson,,,,,automatic,0,15,ak,022brmls2l,",ak022brmls2l,",",ak,",",origin,phase-data,",,,0.26,,ml,earthquake,"M 1.0 - 36 km NNW of Chickaloon, Alaska"
0.31,"Andreanof Islands, Aleutian Islands, Alaska",1663082141500,1663116541460,,https://earthquake.usgs.gov/earthquakes/eventpage/av91071083,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91071083&format=geojson,,,,,reviewed,0,1,av,91071083,",av91071083,",",av,",",origin,phase-data,",6.0,,0.09,297.0,ml,earthquake,"M 0.3 - Andreanof Islands, Aleutian Islands, Alaska"
0.94,"6km SSE of Portola Valley, CA",1663082016630,1663097950432,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73781141,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73781141&format=geojson,,,,,reviewed,0,14,nc,73781141,",nc73781141,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",10.0,0.0311,0.05,68.0,md,earthquake,"M 0.9 - 6km SSE of Portola Valley, CA"
-0.24,"86 km NW of Karluk, Alaska",1663081464710,1663116137300,,https://earthquake.usgs.gov/earthquakes/eventpage/av91071078,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91071078&format=geojson,,,,,reviewed,0,0,av,91071078,",av91071078,",",av,",",origin,phase-data,",6.0,,0.03,110.0,ml,earthquake,"M -0.2 - 86 km NW of Karluk, Alaska"
-0.51,"86 km NW of Karluk, Alaska",1663081455170,1663116233010,,https://earthquake.usgs.gov/earthquakes/eventpage/av91679761,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91679761&format=geojson,,,,,reviewed,0,0,av,91679761,",av91679761,",",av,",",origin,phase-data,",6.0,,0.09,112.0,ml,earthquake,"M -0.5 - 86 km NW of Karluk, Alaska"
2.91,"53km E of Maneadero, B.C., MX",1663081323020,1663098429040,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40099743,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40099743&format=geojson,,,,,reviewed,0,130,ci,40099743,",ci40099743,us7000i7nv,",",ci,us,",",nearby-cities,origin,phase-data,scitech-link,",10.0,0.3064,0.1,183.0,ml,earthquake,"M 2.9 - 53km E of Maneadero, B.C., MX"
1.7,"26 km SSW of Mina, Nevada",1663081262366,1663123196454,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00846999,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00846999&format=geojson,,,,,reviewed,0,44,nn,00846999,",nn00846999,",",nn,",",origin,phase-data,",21.0,0.184,0.1349,127.15,ml,earthquake,"M 1.7 - 26 km SSW of Mina, Nevada"
0.9,"3 km WSW of Walker, California",1663080726425,1663103501715,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00846998,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00846998&format=geojson,,,,,reviewed,0,12,nn,00846998,",nn00846998,",",nn,",",origin,phase-data,",15.0,0.057,0.1757,75.86,ml,earthquake,"M 0.9 - 3 km WSW of Walker, California"
3.1,"21 km SSW of Susitna North, Alaska",1663080712596,1663299744207,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022brm7yhg,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022brm7yhg&format=geojson,2.0,3.1,2.341,,automatic,0,148,ak,022brm7yhg,",ak022brm7yhg,us7000i7ns,",",ak,us,",",dyfi,origin,phase-data,shakemap,",,,0.6,,ml,earthquake,"M 3.1 - 21 km SSW of Susitna North, Alaska"
1.6,"69 km SSE of Cantwell, Alaska",1663080193625,1663080324770,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022brm65qa,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022brm65qa&format=geojson,,,,,automatic,0,39,ak,022brm65qa,",ak022brm65qa,",",ak,",",origin,phase-data,",,,0.66,,ml,earthquake,"M 1.6 - 69 km SSE of Cantwell, Alaska"
